Participant,Group,StartTime,EndTime,Duration,Phase,Details,Option
P08_X,G14,00:03:47,00:03:52,00:00:05,Mapping,,X
P08_X,G14,00:03:52,00:03:54,00:00:02,Testing,,X
P08_X,G14,00:03:54,00:03:56,00:00:02,Mapping,,X
P08_X,G14,00:03:56,00:03:58,00:00:02,Testing,,X
P08_X,G14,00:03:58,00:04:07,00:00:09,Mapping,,X
P08_X,G14,00:04:07,00:04:16,00:00:09,Testing,,X
P08_X,G14,00:04:16,00:04:27,00:00:11,Mapping,,X
P08_X,G14,00:04:27,00:04:38,00:00:11,Testing,,X
P08_X,G14,00:04:38,00:04:54,00:00:16,Mapping,,X
P08_X,G14,00:04:54,00:05:17,00:00:23,Testing,,X
P08_X,G14,00:05:17,00:05:23,00:00:06,Mapping,,X
P08_X,G14,00:05:23,00:05:36,00:00:13,Testing,,X
P08_X,G14,00:05:36,00:05:40,00:00:04,Mounting,,X
P08_X,G14,00:05:40,00:05:43,00:00:03,Mapping,,X
P08_X,G14,00:05:43,00:05:50,00:00:07,Testing,,X
P08_X,G14,00:05:50,00:05:58,00:00:08,Mapping,,X
P08_X,G14,00:05:58,00:06:14,00:00:16,Testing,,X
P08_X,G14,00:06:14,00:06:20,00:00:06,Mapping,,X
P08_X,G14,00:06:20,00:06:29,00:00:09,Testing,,X
P08_X,G14,00:06:29,00:06:36,00:00:07,Mapping,,X
P08_X,G14,00:06:36,00:06:38,00:00:02,Testing,,X
P08_X,G14,00:06:38,00:06:42,00:00:04,Mounting,,X
P08_X,G14,00:06:42,00:07:38,00:00:56,Testing,,X
P08_X,G14,00:07:38,00:07:47,00:00:09,Mapping,,X
P08_X,G14,00:07:47,00:08:03,00:00:16,Testing,,X
P08_X,G14,00:08:03,00:08:07,00:00:04,Mapping,,X
P08_X,G14,00:08:07,00:08:11,00:00:04,Testing,,X
P08_X,G14,00:08:11,00:08:20,00:00:09,Mapping,,X
P08_X,G14,00:08:20,00:09:06,00:00:46,Testing,,X
P08_X,G14,00:09:06,00:09:25,00:00:19,Mapping,,X
P08_X,G14,00:09:25,00:09:46,00:00:21,Testing,,X
P08_X,G14,00:09:45,00:09:59,00:00:14,Mapping,,X
P08_X,G14,00:09:59,00:10:42,00:00:43,Testing,,X
P08_X,G14,00:10:42,00:10:54,00:00:12,Mapping,,X
P08_X,G14,00:10:54,00:11:30,00:00:36,Testing,,X
P08_X,G14,00:11:30,00:11:52,00:00:22,Mapping,,X
P08_X,G14,00:11:52,00:11:55,00:00:03,Testing,,X
P08_X,G14,00:11:55,00:12:15,00:00:20,Mapping,,X
P08_X,G14,00:12:15,00:12:25,00:00:10,Testing,,X
P08_X,G14,00:12:25,00:12:38,00:00:13,Mapping,,X
P08_X,G14,00:12:38,00:12:52,00:00:14,Testing,,X
P08_X,G14,00:12:52,00:12:58,00:00:06,Mapping,,X
P08_X,G14,00:12:58,00:13:02,00:00:04,Testing,,X
P08_X,G14,00:13:02,00:13:05,00:00:03,Mapping,,X
P08_X,G14,00:13:05,00:13:33,00:00:28,Testing,,X
P08_X,G14,00:13:33,00:13:40,00:00:07,Mapping,,X
P08_X,G14,00:13:40,00:14:30,00:00:50,Bug,Software - probatio app quit unexpectedly,X
P08_X,G14,00:14:32,00:15:18,00:00:46,Bug,Software - libmapper error - not connecting input-output,X
P08_X,G14,00:15:19,00:15:48,00:00:29,Mapping,,X
P08_X,G14,00:15:48,00:16:01,00:00:13,Testing,,X
P08_X,G14,00:16:02,00:16:09,00:00:07,Mapping,,X
P08_X,G14,00:16:09,00:16:21,00:00:12,Testing,,X
P08_X,G14,00:16:21,00:16:27,00:00:06,Mapping,,X
P08_X,G14,00:16:27,00:16:34,00:00:07,Testing,,X
P08_X,G14,00:16:34,00:16:41,00:00:07,Mapping,,X
P08_X,G14,00:16:41,00:16:47,00:00:06,Testing,,X
P08_X,G14,00:16:47,00:16:56,00:00:09,Mounting,,X
P08_X,G14,00:16:50,00:16:50,00:00:00,Distinct Item,knobs,X
P08_X,G14,00:16:56,00:16:59,00:00:03,Mapping,,X
P08_X,G14,00:16:59,00:17:06,00:00:07,Testing,,X
P08_X,G14,00:17:06,00:17:12,00:00:06,Mapping,,X
P08_X,G14,00:17:12,00:17:17,00:00:05,Testing,,X
P08_X,G14,00:17:17,00:17:23,00:00:06,Mapping,,X
P08_X,G14,00:17:23,00:17:32,00:00:09,Testing,,X
P08_X,G14,00:17:33,00:17:40,00:00:07,Mapping,,X
P08_X,G14,00:17:40,00:17:51,00:00:11,Testing,,X
P08_X,G14,00:17:51,00:18:02,00:00:11,Mapping,,X
P08_X,G14,00:18:02,00:18:22,00:00:20,Testing,,X
P08_X,G14,00:18:22,00:18:26,00:00:04,Mapping,,X
P08_X,G14,00:18:26,00:18:27,00:00:01,Testing,,X
P08_X,G14,00:18:27,00:18:30,00:00:03,Mapping,,X
P08_X,G14,00:18:30,00:18:34,00:00:04,Testing,,X
P08_X,G14,00:18:34,00:18:37,00:00:03,Mapping,,X
P08_X,G14,00:18:37,00:18:39,00:00:02,Testing,,X
P08_X,G14,00:18:39,00:18:50,00:00:11,Mapping,,X
P08_X,G14,00:18:50,00:19:00,00:00:10,Testing,,X
P08_X,G14,00:19:00,00:19:16,00:00:16,Mapping,,X
P08_X,G14,00:19:16,00:19:25,00:00:09,Testing,,X
P08_X,G14,00:19:25,00:19:31,00:00:06,Mapping,,X
P08_X,G14,00:19:31,00:19:40,00:00:09,Testing,,X
P08_X,G14,00:19:40,00:19:45,00:00:05,Mapping,,X
P08_X,G14,00:19:45,00:19:48,00:00:03,Testing,,X
P08_X,G14,00:19:48,00:19:59,00:00:11,Mapping,,X
P08_X,G14,00:19:59,00:20:06,00:00:07,Testing,,X
P08_X,G14,00:20:06,00:20:06,00:00:00,Mapping,,X
P08_X,G14,00:20:07,00:20:09,00:00:02,Testing,,X
P08_X,G14,00:20:09,00:20:14,00:00:05,Mapping,,X
P08_X,G14,00:20:14,00:20:23,00:00:09,Testing,,X
P08_X,G14,00:20:23,00:20:26,00:00:03,Mapping,,X
P08_X,G14,00:20:26,00:20:43,00:00:17,Testing,,X
P08_X,G14,00:20:43,00:20:46,00:00:03,Mapping,,X
P08_X,G14,00:20:46,00:20:53,00:00:07,Testing,,X
P08_X,G14,00:20:53,00:21:00,00:00:07,Mapping,,X
P08_X,G14,00:21:00,00:21:06,00:00:06,Testing,,X
P08_X,G14,00:21:06,00:21:10,00:00:04,Mapping,,X
P08_X,G14,00:21:10,00:21:25,00:00:15,Testing,,X
P08_X,G14,00:21:25,00:21:32,00:00:07,Mapping,,X
P08_X,G14,00:21:32,00:21:36,00:00:04,Testing,,X
P08_X,G14,00:21:36,00:21:38,00:00:02,Testing,,X
P08_X,G14,00:21:38,00:21:45,00:00:07,Mapping,,X
P08_X,G14,00:21:45,00:21:53,00:00:08,Testing,,X
P08_X,G14,00:21:53,00:21:58,00:00:05,Mapping,,X
P08_X,G14,00:21:58,00:22:00,00:00:02,Testing,,X
P08_X,G14,00:22:00,00:22:02,00:00:02,Mapping,,X
P08_X,G14,00:22:02,00:22:08,00:00:06,Testing,,X
P08_X,G14,00:22:08,00:22:11,00:00:03,Mapping,,X
P08_X,G14,00:22:11,00:22:24,00:00:13,Testing,,X
P08_X,G14,00:22:24,00:22:33,00:00:09,Mapping,,X
P08_X,G14,00:22:33,00:23:02,00:00:29,Testing,,X
P08_X,G14,00:23:02,00:23:06,00:00:04,Mapping,,X
P08_X,G14,00:23:06,00:23:16,00:00:10,Testing,,X
P08_X,G14,00:23:16,00:23:27,00:00:11,Mapping,,X
P08_X,G14,00:23:27,00:23:36,00:00:09,Testing,,X
P08_X,G14,00:23:36,00:23:41,00:00:05,Mapping,,X
P08_X,G14,00:23:41,00:23:46,00:00:05,Testing,,X
P08_X,G14,00:23:46,00:23:50,00:00:04,Mapping,,X
P08_X,G14,00:23:50,00:24:23,00:00:33,Testing,,X
P08_X,G14,00:24:23,00:24:24,00:00:01,Mapping,,X
P08_X,G14,00:24:24,00:24:38,00:00:14,Testing,,X
P08_X,G14,00:24:38,00:24:42,00:00:04,Mapping,,X
P08_X,G14,00:24:42,00:25:09,00:00:27,Mounting,,X
P08_X,G14,00:24:53,00:24:53,00:00:00,Distinct Item,twobuttons,X
P08_X,G14,00:25:09,00:25:31,00:00:22,Testing,,X
P08_X,G14,00:25:31,00:25:35,00:00:04,Mapping,,X
P08_X,G14,00:25:34,00:25:42,00:00:08,Testing,,X
P08_X,G14,00:25:42,00:25:57,00:00:15,Mapping,,X
P08_X,G14,00:25:57,00:26:02,00:00:05,Testing,,X
P08_X,G14,00:26:02,00:26:14,00:00:12,Mapping,,X
P08_X,G14,00:26:14,00:26:30,00:00:16,Testing,,X
P08_X,G14,00:26:30,00:26:32,00:00:02,Mapping,,X
P08_X,G14,00:26:32,00:26:45,00:00:13,Testing,,X
P09_X,G14,00:00:11,00:00:29,00:00:18,Mounting,,X
P09_X,G14,00:00:18,00:00:18,00:00:00,Distinct Item,twobuttons,X
P09_X,G14,00:00:27,00:00:27,00:00:00,Distinct Item,turntable,X
P09_X,G14,00:00:29,00:00:43,00:00:14,Testing,,X
P09_X,G14,00:00:43,00:00:51,00:00:08,Mounting,,X
P09_X,G14,00:00:46,00:00:46,00:00:00,Distinct Item,crank,X
P09_X,G14,00:00:51,00:00:55,00:00:04,Testing,,X
P09_X,G14,00:00:55,00:00:59,00:00:04,Mounting,,X
P09_X,G14,00:00:57,00:00:57,00:00:00,Distinct Item,joystick,X
P09_X,G14,00:00:59,00:01:04,00:00:05,Testing,,X
P09_X,G14,00:01:05,00:01:08,00:00:03,Mounting,,X
P09_X,G14,00:01:06,00:01:06,00:00:00,Distinct Item,knobs,X
P09_X,G14,00:01:08,00:01:13,00:00:05,Testing,,X
P09_X,G14,00:01:14,00:01:16,00:00:02,Mounting,,X
P09_X,G14,00:01:15,00:01:15,00:00:00,Distinct Item,bellows,X
P09_X,G14,00:01:16,00:01:24,00:00:08,Testing,,X
P09_X,G14,00:01:25,00:01:28,00:00:03,Mounting,,X
P09_X,G14,00:01:27,00:01:27,00:00:00,Distinct Item,breath,X
P09_X,G14,00:01:29,00:01:54,00:00:25,Testing,,X
P09_X,G14,00:01:55,00:02:20,00:00:25,Mounting,,X
P09_X,G14,00:02:15,00:02:15,00:00:00,Distinct Item,threetaps,X
P09_X,G14,00:02:21,00:02:26,00:00:05,Testing,,X
P09_X,G14,00:02:27,00:02:48,00:00:21,Mounting,,X
P09_X,G14,00:02:48,00:03:04,00:00:16,Testing,,X
P09_X,G14,00:03:04,00:03:23,00:00:19,Mounting,,X
P09_X,G14,00:03:08,00:03:08,00:00:00,Distinct Item,onetap,X
P09_X,G14,00:03:24,00:03:47,00:00:23,Consulting,,X
P09_X,G14,00:03:47,00:04:16,00:00:29,Mounting,,X
P09_X,G14,00:04:16,00:04:58,00:00:42,Testing,,X
P09_X,G14,00:04:58,00:05:24,00:00:26,Consulting,,X
P09_X,G14,00:05:24,00:05:28,00:00:04,Mounting,,X
P09_X,G14,00:05:29,00:05:54,00:00:25,Testing,,X
P09_X,G14,00:05:54,00:06:01,00:00:07,Mounting,,X
P09_X,G14,00:06:01,00:06:10,00:00:09,Testing,,X
P09_X,G14,00:06:10,00:06:17,00:00:07,Mounting,,X
P09_X,G14,00:06:18,00:06:21,00:00:03,Consulting,,X
P09_X,G14,00:06:21,00:06:25,00:00:04,Mounting,,X
P09_X,G14,00:06:25,00:06:33,00:00:08,Testing,,X
P09_X,G14,00:06:33,00:06:39,00:00:06,Mounting,,X
P09_X,G14,00:06:39,00:06:49,00:00:10,Testing,,X
P09_X,G14,00:06:50,00:06:57,00:00:07,Mounting,,X
P09_X,G14,00:06:53,00:06:53,00:00:00,Distinct Item,fretless,X
P09_X,G14,00:06:57,00:07:09,00:00:12,Testing,,X
P09_X,G14,00:07:09,00:07:17,00:00:08,Mounting,,X
P09_X,G14,00:07:17,00:08:00,00:00:43,Mapping,,X
P09_X,G14,00:08:00,00:08:05,00:00:05,Testing,,X
P09_X,G14,00:08:05,00:08:40,00:00:35,Mapping,,X
P09_X,G14,00:08:41,00:08:51,00:00:10,Consulting,,X
P09_X,G14,00:08:52,00:09:17,00:00:25,Mapping,,X
P09_X,G14,00:09:17,00:09:26,00:00:09,Testing,,X
P09_X,G14,00:09:26,00:09:34,00:00:08,Mapping,,X
P09_X,G14,00:09:34,00:09:51,00:00:17,Testing,,X
P09_X,G14,00:09:51,00:10:17,00:00:26,Mapping,,X
P09_X,G14,00:10:17,00:10:31,00:00:14,Testing,,X
P09_X,G14,00:10:32,00:10:45,00:00:13,Mapping,,X
P09_X,G14,00:10:45,00:10:49,00:00:04,Testing,,X
P09_X,G14,00:10:49,00:11:01,00:00:12,Mapping,,X
P09_X,G14,00:11:01,00:11:05,00:00:04,Testing,,X
P09_X,G14,00:11:05,00:11:18,00:00:13,Mapping,,X
P09_X,G14,00:11:18,00:11:29,00:00:11,Testing,,X
P09_X,G14,00:11:29,00:11:44,00:00:15,Mapping,,X
P09_X,G14,00:11:45,00:11:59,00:00:14,Testing,,X
P09_X,G14,00:11:59,00:12:16,00:00:17,Mapping,,X
P09_X,G14,00:12:16,00:12:33,00:00:17,Testing,,X
P09_X,G14,00:12:33,00:12:46,00:00:13,Mapping,,X
P09_X,G14,00:12:46,00:12:48,00:00:02,Testing,,X
P09_X,G14,00:12:48,00:13:31,00:00:43,Mapping,,X
P09_X,G14,00:13:31,00:13:43,00:00:12,Testing,,X
P09_X,G14,00:13:43,00:13:56,00:00:13,Consulting,,X
P09_X,G14,00:13:56,00:13:59,00:00:03,Mapping,,X
P09_X,G14,00:13:59,00:14:06,00:00:07,Testing,,X
P09_X,G14,00:14:06,00:14:26,00:00:20,Mapping,,X
P09_X,G14,00:14:26,00:14:32,00:00:06,Testing,,X
P09_X,G14,00:14:32,00:14:44,00:00:12,Mapping,,X
P09_X,G14,00:14:44,00:15:00,00:00:16,Planning,,X
P09_X,G14,00:15:00,00:15:12,00:00:12,Testing,,X
P09_X,G14,00:15:12,00:15:36,00:00:24,Mapping,,X
P09_X,G14,00:15:36,00:15:47,00:00:11,Testing,,X
P09_X,G14,00:15:47,00:15:58,00:00:11,Mapping,,X
P09_X,G14,00:15:58,00:16:15,00:00:17,Testing,,X
P09_X,G14,00:16:15,00:16:26,00:00:11,Mapping,,X
P09_X,G14,00:16:26,00:16:52,00:00:26,Testing,,X
P09_X,G14,00:16:52,00:17:18,00:00:26,Mapping,,X
P09_X,G14,00:17:18,00:17:34,00:00:16,Testing,,X
P09_X,G14,00:17:34,00:17:47,00:00:13,Mapping,,X
P09_X,G14,00:17:48,00:18:01,00:00:13,Testing,,X
P09_X,G14,00:18:01,00:18:15,00:00:14,Mapping,,X
P10_X,G14,00:00:08,00:01:03,00:00:55,Mounting,,X
P10_X,G14,00:00:20,00:00:20,00:00:00,Distinct Item,twobuttons,X
P10_X,G14,00:00:31,00:00:31,00:00:00,Distinct Item,fretless,X
P10_X,G14,00:00:51,00:00:51,00:00:00,Distinct Item,knobs,X
P10_X,G14,00:01:03,00:01:20,00:00:17,Mapping,,X
P10_X,G14,00:01:20,00:01:37,00:00:17,Testing,,X
P10_X,G14,00:01:37,00:01:42,00:00:05,Mapping,,X
P10_X,G14,00:01:42,00:01:56,00:00:14,Testing,,X
P10_X,G14,00:01:56,00:02:08,00:00:12,Mapping,,X
P10_X,G14,00:02:09,00:02:28,00:00:19,Testing,,X
P10_X,G14,00:02:28,00:02:45,00:00:17,Mapping,,X
P10_X,G14,00:02:45,00:02:49,00:00:04,Testing,,X
P10_X,G14,00:02:49,00:02:49,00:00:00,Mapping,,X
P10_X,G14,00:02:49,00:02:51,00:00:02,Mapping,,X
P10_X,G14,00:02:51,00:02:59,00:00:08,Testing,,X
P10_X,G14,00:02:59,00:03:00,00:00:01,Mapping,,X
P10_X,G14,00:03:00,00:03:02,00:00:02,Testing,,X
P10_X,G14,00:03:02,00:03:05,00:00:03,Testing,,X
P10_X,G14,00:03:06,00:03:12,00:00:06,Consulting,,X
P10_X,G14,00:03:13,00:03:18,00:00:05,Testing,,X
P10_X,G14,00:03:18,00:03:25,00:00:07,Consulting,,X
P10_X,G14,00:03:25,00:03:45,00:00:20,Mapping,,X
P10_X,G14,00:03:45,00:03:49,00:00:04,Testing,,X
P10_X,G14,00:03:49,00:03:49,00:00:00,Testing,,X
P10_X,G14,00:03:49,00:03:53,00:00:04,Mapping,,X
P10_X,G14,00:03:53,00:03:55,00:00:02,Testing,,X
P10_X,G14,00:03:55,00:03:59,00:00:04,Mapping,,X
P10_X,G14,00:03:59,00:04:04,00:00:05,Testing,,X
P10_X,G14,00:04:04,00:04:05,00:00:01,Testing,,X
P10_X,G14,00:04:05,00:04:09,00:00:04,Mapping,,X
P10_X,G14,00:04:09,00:04:17,00:00:08,Testing,,X
P10_X,G14,00:04:17,00:04:21,00:00:04,Mapping,,X
P10_X,G14,00:04:21,00:04:55,00:00:34,Testing,,X
P10_X,G14,00:04:55,00:05:00,00:00:05,Mapping,,X
P10_X,G14,00:05:00,00:05:09,00:00:09,Testing,,X
P10_X,G14,00:05:10,00:05:17,00:00:07,Mounting,,X
P10_X,G14,00:05:11,00:05:11,00:00:00,Distinct Item,crank,X
P10_X,G14,00:05:17,00:05:22,00:00:05,Mapping,,X
P10_X,G14,00:05:22,00:05:28,00:00:06,Testing,,X
P10_X,G14,00:05:28,00:05:41,00:00:13,Mapping,,X
P10_X,G14,00:05:41,00:06:10,00:00:29,Testing,,X
P10_X,G14,00:06:10,00:06:31,00:00:21,Mounting,,X
P10_X,G14,00:06:27,00:06:27,00:00:00,Distinct Item,onetap,X
P10_X,G14,00:06:31,00:06:40,00:00:09,Mapping,,X
P10_X,G14,00:06:40,00:06:49,00:00:09,Testing,,X
P10_X,G14,00:06:49,00:06:58,00:00:09,Mapping,,X
P10_X,G14,00:06:58,00:07:07,00:00:09,Testing,,X
P10_X,G14,00:07:08,00:07:16,00:00:08,Mounting,,X
P10_X,G14,00:07:11,00:07:11,00:00:00,Distinct Item,bellows,X
P10_X,G14,00:07:16,00:07:20,00:00:04,Mapping,,X
P10_X,G14,00:07:20,00:07:22,00:00:02,Testing,,X
P10_X,G14,00:07:22,00:07:26,00:00:04,Mapping,,X
P10_X,G14,00:07:26,00:07:32,00:00:06,Testing,,X
P10_X,G14,00:07:32,00:07:35,00:00:03,Mounting,,X
P10_X,G14,00:07:33,00:07:33,00:00:00,Distinct Item,turntable,X
P10_X,G14,00:07:35,00:07:39,00:00:04,Mapping,,X
P10_X,G14,00:07:39,00:07:47,00:00:08,Mapping,,X
P10_X,G14,00:07:48,00:07:53,00:00:05,Testing,,X
P10_X,G14,00:07:54,00:07:59,00:00:05,Mapping,,X
P10_X,G14,00:07:59,00:08:04,00:00:05,Testing,,X
P10_X,G14,00:08:04,00:08:10,00:00:06,Mapping,,X
P10_X,G14,00:08:10,00:08:15,00:00:05,Testing,,X
P10_X,G14,00:08:15,00:08:23,00:00:08,Mapping,,X
P10_X,G14,00:08:23,00:08:32,00:00:09,Testing,,X
P10_X,G14,00:08:32,00:08:36,00:00:04,Mapping,,X
P10_X,G14,00:08:36,00:08:52,00:00:16,Testing,,X
P10_X,G14,00:08:52,00:08:55,00:00:03,Mounting,,X
P10_X,G14,00:08:53,00:08:53,00:00:00,Distinct Item,breath,X
P10_X,G14,00:08:56,00:09:09,00:00:13,Mapping,,X
P10_X,G14,00:09:09,00:09:23,00:00:14,Testing,,X
P10_X,G14,00:09:23,00:09:30,00:00:07,Mapping,,X
P10_X,G14,00:09:30,00:09:37,00:00:07,Testing,,X
P10_X,G14,00:09:37,00:09:47,00:00:10,Mapping,,X
P10_X,G14,00:09:47,00:09:54,00:00:07,Testing,,X
P10_X,G14,00:09:55,00:10:04,00:00:09,Testing,,X
P10_X,G14,00:10:04,00:10:09,00:00:05,Mapping,,X
P10_X,G14,00:10:09,00:11:06,00:00:57,Mounting,,X
P10_X,G14,00:10:30,00:10:30,00:00:00,Distinct Item,twobuttons,X
P10_X,G14,00:10:40,00:10:40,00:00:00,Distinct Item,twobuttons,X
P10_X,G14,00:10:48,00:10:48,00:00:00,Distinct Item,joystick,X
P10_X,G14,00:11:03,00:11:03,00:00:00,Distinct Item,threetaps,X
P10_X,G14,00:11:06,00:11:13,00:00:07,Testing,,X
P10_X,G14,00:11:13,00:11:22,00:00:09,Planning,,X
P10_X,G14,00:11:23,00:11:27,00:00:04,Mapping,,X
P10_X,G14,00:11:27,00:11:28,00:00:01,Testing,,X
P10_X,G14,00:11:28,00:11:36,00:00:08,Mapping,,X
P10_X,G14,00:11:36,00:11:37,00:00:01,Testing,,X
P10_X,G14,00:11:37,00:11:41,00:00:04,Mapping,,X
P10_X,G14,00:11:41,00:11:58,00:00:17,Testing,,X
P10_X,G14,00:11:58,00:12:08,00:00:10,Consulting,,X
P10_X,G14,00:12:09,00:12:16,00:00:07,Planning,,X
P10_X,G14,00:12:16,00:12:19,00:00:03,Mounting,,X
P10_X,G14,00:12:19,00:12:23,00:00:04,Testing,,X
P10_X,G14,00:12:23,00:12:41,00:00:18,Mapping,,X
P10_X,G14,00:12:41,00:12:54,00:00:13,Testing,,X
P10_X,G14,00:12:55,00:13:00,00:00:05,Mapping,,X
P10_X,G14,00:13:00,00:13:06,00:00:06,Testing,,X
P10_X,G14,00:13:06,00:13:10,00:00:04,Mapping,,X
P10_X,G14,00:13:09,00:13:25,00:00:16,Testing,,X
P10_X,G14,00:13:24,00:13:38,00:00:14,Bug,Loose contact using problematic slot 3x3 base,X
P10_X,G14,00:13:39,00:13:50,00:00:11,Testing,,X
P10_X,G14,00:13:50,00:14:09,00:00:19,Mapping,,X
P10_X,G14,00:14:09,00:14:11,00:00:02,Testing,,X
P10_X,G14,00:14:11,00:14:15,00:00:04,Mapping,,X
P10_X,G14,00:14:15,00:14:28,00:00:13,Testing,,X
P10_X,G14,00:14:28,00:14:55,00:00:27,Mapping,,X
P10_X,G14,00:14:55,00:14:57,00:00:02,Testing,,X
P10_X,G14,00:14:57,00:15:01,00:00:04,Mapping,,X
P10_X,G14,00:15:01,00:15:03,00:00:02,Testing,,X
P10_X,G14,00:15:03,00:15:04,00:00:01,Mapping,,X
P10_X,G14,00:15:04,00:15:09,00:00:05,Testing,,X
P10_X,G14,00:15:09,00:15:34,00:00:25,Mapping,,X
P10_X,G14,00:15:34,00:15:40,00:00:06,Testing,,X
P10_X,G14,00:15:41,00:15:42,00:00:01,Planning,,X
P10_X,G14,00:15:42,00:15:45,00:00:03,Mapping,,X
P10_X,G14,00:15:45,00:15:57,00:00:12,Mounting,,X
P10_X,G14,00:15:57,00:16:02,00:00:05,Mapping,,X
P10_X,G14,00:16:02,00:16:26,00:00:24,Testing,,X
P10_X,G14,00:16:26,00:16:32,00:00:06,Mapping,,X
P10_X,G14,00:16:32,00:16:34,00:00:02,Testing,,X
P10_X,G14,00:16:34,00:16:35,00:00:01,Mapping,,X
P10_X,G14,00:16:35,00:16:44,00:00:09,Testing,,X
P10_X,G14,00:16:44,00:16:50,00:00:06,Mapping,,X
P10_X,G14,00:16:50,00:16:58,00:00:08,Testing,,X
P10_X,G14,00:16:58,00:17:00,00:00:02,Mapping,,X
P10_X,G14,00:17:00,00:17:01,00:00:01,Testing,,X
P10_X,G14,00:17:01,00:17:08,00:00:07,Mapping,,X
P10_X,G14,00:17:08,00:17:33,00:00:25,Testing,,X
P10_X,G14,00:17:33,00:18:04,00:00:31,Mapping,,X
P10_X,G14,00:18:04,00:18:13,00:00:09,Testing,,X
P10_X,G14,00:18:13,00:18:16,00:00:03,Mapping,,X
P10_X,G14,00:18:16,00:18:28,00:00:12,Testing,,X
P10_X,G14,00:18:29,00:18:34,00:00:05,Mapping,,X
P10_X,G14,00:18:34,00:18:37,00:00:03,Testing,,X
P10_X,G14,00:18:37,00:18:42,00:00:05,Mapping,,X
P10_X,G14,00:18:42,00:18:45,00:00:03,Testing,,X
P10_X,G14,00:18:45,00:19:04,00:00:19,Mapping,,X
P10_X,G14,00:19:04,00:19:15,00:00:11,Testing,,X
P10_X,G14,00:19:15,00:19:26,00:00:11,Mounting,,X
P10_X,G14,00:19:26,00:19:30,00:00:04,Mapping,,X
P10_X,G14,00:19:31,00:19:33,00:00:02,Mounting,,X
P10_X,G14,00:19:33,00:19:40,00:00:07,Mapping,,X
P10_X,G14,00:19:40,00:19:43,00:00:03,Testing,,X
P10_X,G14,00:19:43,00:19:48,00:00:05,Mounting,,X
P10_X,G14,00:19:48,00:19:52,00:00:04,Mapping,,X
P10_X,G14,00:19:52,00:20:01,00:00:09,Testing,,X
P10_X,G14,00:20:01,00:21:07,00:01:06,Mapping,,X
P10_X,G14,00:21:07,00:21:44,00:00:37,Mounting,,X
P10_X,G14,00:21:44,00:21:49,00:00:05,Mapping,,X
P10_X,G14,00:21:49,00:22:01,00:00:12,Testing,,X
P10_X,G14,00:22:02,00:22:50,00:00:48,Consulting,,X
P10_X,G14,00:22:50,00:22:56,00:00:06,Mapping,,X
P10_X,G14,00:22:56,00:23:00,00:00:04,Testing,,X
P10_X,G14,00:23:00,00:23:02,00:00:02,Mapping,,X
P10_X,G14,00:23:02,00:23:11,00:00:09,Testing,,X
P10_X,G14,00:23:11,00:23:19,00:00:08,Consulting,,X
P10_X,G14,00:23:20,00:23:25,00:00:05,Mapping,,X
P10_X,G14,00:23:25,00:23:32,00:00:07,Testing,,X
P10_X,G14,00:23:32,00:23:41,00:00:09,Mapping,,X
P10_X,G14,00:23:41,00:23:53,00:00:12,Testing,,X
P10_X,G14,00:23:53,00:24:03,00:00:10,Mapping,,X
P10_X,G14,00:24:03,00:24:20,00:00:17,Testing,,X
P10_X,G14,00:24:20,00:24:32,00:00:12,Mapping,,X
P10_X,G14,00:24:32,00:24:40,00:00:08,Testing,,X
P10_X,G14,00:24:40,00:24:44,00:00:04,Mapping,,X
P10_X,G14,00:24:44,00:24:54,00:00:10,Testing,,X
P10_X,G14,00:24:53,00:24:58,00:00:05,Mounting,,X
P10_X,G14,00:24:59,00:25:05,00:00:06,Mapping,,X
P10_X,G14,00:25:05,00:25:18,00:00:13,Testing,,X
P11_X,G14,00:00:00,00:00:25,00:00:25,Planning,,X
P11_X,G14,00:00:25,00:00:55,00:00:30,Mounting,,X
P11_X,G14,00:00:32,00:00:32,00:00:00,Distinct Item,knobs,X
P11_X,G14,00:00:55,00:01:19,00:00:24,Consulting,,X
P11_X,G14,00:01:19,00:01:37,00:00:18,Mounting,,X
P11_X,G14,00:01:29,00:01:29,00:00:00,Distinct Item,breath,X
P11_X,G14,00:01:37,00:01:50,00:00:13,Mapping,,X
P11_X,G14,00:01:50,00:01:52,00:00:02,Testing,,X
P11_X,G14,00:01:52,00:02:00,00:00:08,Mounting,,X
P11_X,G14,00:01:56,00:01:56,00:00:00,Distinct Item,twobuttons,X
P11_X,G14,00:02:00,00:02:09,00:00:09,Consulting,,X
P11_X,G14,00:02:09,00:02:13,00:00:04,Testing,,X
P11_X,G14,00:02:13,00:02:28,00:00:15,Consulting,,X
P11_X,G14,00:02:28,00:03:06,00:00:38,Mapping,,X
P11_X,G14,00:03:06,00:03:30,00:00:24,Testing,,X
P11_X,G14,00:03:30,00:03:46,00:00:16,Mounting,,X
P11_X,G14,00:03:39,00:03:39,00:00:00,Distinct Item,turntable,X
P11_X,G14,00:03:46,00:03:49,00:00:03,Mapping,,X
P11_X,G14,00:03:49,00:03:53,00:00:04,Testing,,X
P11_X,G14,00:03:53,00:03:58,00:00:05,Mapping,,X
P11_X,G14,00:03:58,00:04:05,00:00:07,Testing,,X
P11_X,G14,00:04:05,00:04:11,00:00:06,Mapping,,X
P11_X,G14,00:04:11,00:04:16,00:00:05,Testing,,X
